Parcela;n;Especie;dap
25;1250;Casearia decandra Jacq.;10,41418303
25;1251;Myrcia hatschbachii D.Legrand;6,892052242
25;1252;Myrcia multiflora (Lam.) DC.;31,0352139
25;1253;Casearia obliqua Spreng.;17,3478888
25;1254;Maytenus dasyclada Mart.;18,30281846
25;1255;Campomanesia xanthocarpa O.Berg;33,2504502
25;1256;Araucaria angustifolia (Bertol.) Kuntze;22,28169203
25;1257;Araucaria angustifolia (Bertol.) Kuntze;47,74648293
25;1258;Casearia decandra Jacq.;12,12760666
25;1259;Lithraea brasiliensis Marchand;14,96056465
25;1260;Casearia decandra Jacq.;7,512113314
25;1261;Myrcia guianensis (Aubl.) DC.;13,62366313
25;1262;Araucaria angustifolia (Bertol.) Kuntze;43,76760935
25;1263;Eugenia pyriformis Cambess.;13,1461983
25;1264;Podocarpus lambertii Klotzsch ex Endl.;23,23662169
25;1265;Jacaranda puberula Cham.;7,098310462
25;1266;Nectandra megapotamica (Spreng.) Mez;16,96591693
25;1267;Myrcia palustris DC.;7,098310462
25;1268;Drimys brasiliensis Miers;13,21449988
25;1269;Araucaria angustifolia (Bertol.) Kuntze;8,53070495
25;1270;Sapium glandulosum (L.) Morong;15,62901541
25;1271;Casearia decandra Jacq.;7,507323651
25;1272;Prunus myrtifolia (L.) Urb.;29,9211293
25;1274;Cupania vernalis Cambess.;25,87859375
25;1275;Casearia decandra Jacq.;7,766761223
26;1277;Casearia decandra Jacq.;9,660324849
26;1278;Casearia obliqua Spreng.;7,734930234
26;1279;Sapium glandulosum (L.) Morong;14,67408575
26;1280;Duranta vestita Cham.;8,339719018
26;1281;Sapium glandulosum (L.) Morong;10,75887415
26;1282;Sapium glandulosum (L.) Morong;23,42760762
26;1283;Cupania vernalis Cambess.;13,59764546
26;1284;Cupania vernalis Cambess.;14,64225476
26;1285;Cupania vernalis Cambess.;11,7456348
26;1286;Casearia obliqua Spreng.;5,920563883
26;1287;Casearia obliqua Spreng.;8,944507802
26;1288;Machaerium paraguariense Hassl.;36,39046364
26;1290;Casearia decandra Jacq.;9,199155711
26;1291;Podocarpus lambertii Klotzsch ex Endl.;6,811831564
26;1293;Ocotea pulchella Mart.;49,42584881
26;1294;Sapium glandulosum (L.) Morong;18,36648043
26;1295;Jacaranda puberula Cham.;7,60760628
26;1296;Sapium glandulosum (L.) Morong;7,352958371
26;1297;Jacaranda puberula Cham.;8,021409132
26;1298;Myrsine coriacea (Sw.) Roem. & Schult.;26,35605858
26;1299;Jacaranda puberula Cham.;14,06929697
26;697;Jacaranda puberula Cham.;7,289296394
26;699;Casearia decandra Jacq.;8,435211984
26;700;Sapium glandulosum (L.) Morong;13,71915609
26;701;Casearia decandra Jacq.;7,384789359
26;702;Jacaranda puberula Cham.;9,230986699
26;703;Sapium glandulosum (L.) Morong;20,9766215
26;704;Jacaranda puberula Cham.;17,76169165
26;705;Sapium glandulosum (L.) Morong;8,085071109
26;706;Sapium glandulosum (L.) Morong;7,862254189
26;707;Duranta vestita Cham.;7,416620348
26;708;Casearia decandra Jacq.;5,315775099
26;709;Podocarpus lambertii Klotzsch ex Endl.;11,04535305
26;710;Sapium glandulosum (L.) Morong;11,39549393
26;711;Annona rugulosa (Schltdl.) H.Rainer;8,849014836
27;712;Jacaranda puberula Cham.;10,37690229
27;713;Myrcia palustris DC.;12,79605742
27;714;Sapium glandulosum (L.) Morong;6,238873769
27;715;Podocarpus lambertii Klotzsch ex Endl.;7,289296394
27;716;Sapium glandulosum (L.) Morong;5,729577951
27;717;Casearia decandra Jacq.;6,716338598
27;718;Vernonanthura discolor (Spreng.) H.Rob.;32,62676333
27;719;Solanum sanctaecatharinae Dunal;8,148733086
27;720;Prunus myrtifolia (L.) Urb.;11,33183195
27;721;Sapium glandulosum (L.) Morong;15,69267739
27;722;Casearia decandra Jacq.;8,276057041
27;723;Jacaranda puberula Cham.;7,862254189
27;724;Myrsine umbellata Mart.;6,238873769
27;725;Sapium glandulosum (L.) Morong;29,57098843
27;726;Vernonanthura discolor (Spreng.) H.Rob.;32,91324223
27;727;Casearia decandra Jacq.;5,156620156
27;728;Jacaranda puberula Cham.;16,26563518
27;729;Vernonanthura discolor (Spreng.) H.Rob.;33,67718596
27;730;Casearia obliqua Spreng.;11,42732491
27;731;Maytenus dasyclada Mart.;13,75098708
27;732;Ocotea pulchella Mart.;19,48056503
27;733;Myrsine umbellata Mart.;16,04281826
27;734;Jacaranda puberula Cham.;6,175211792
27;735;Lamanonia ternata Vell.;45,4691829
27;736;Roupala montana Aubl.;6,90732453
27;737;Lithraea brasiliensis Marchand;29,28450953
27;738;Ocotea pulchella Mart.;37,68789052
27;739;Casearia decandra Jacq.;5,156620156
27;740;Eugenia pyriformis Cambess.;13,11436731
27;741;Casearia obliqua Spreng.;7,448451337
27;742;Araucaria angustifolia (Bertol.) Kuntze;13,91014203
27;743;Cupania vernalis Cambess.;9,103662745
27;744;Podocarpus lambertii Klotzsch ex Endl.;6,079718826
27;745;Allophylus edulis (A.St.-Hil., Cambess. & A.Juss.) Radlk.;5,029296202
27;746;Lithraea brasiliensis Marchand;32,30845345
27;747;Podocarpus lambertii Klotzsch ex Endl.;9,071831756
27;748;Ocotea pulchella Mart.;32,1492985
28;749;Gochnatia polymorpha (Less.) Cabrera;5,773969368
28;750;Lamanonia ternata Vell.;11,42572882
28;751;Jacaranda puberula Cham.;15,08788861
28;752;Casearia decandra Jacq.;5,220282133
28;753;Podocarpus lambertii Klotzsch ex Endl.;10,12225438
28;754;Sapium glandulosum (L.) Morong;8,658028904
28;755;Sapium glandulosum (L.) Morong;10,56788822
28;756;Jacaranda puberula Cham.;8,021409132
28;757;Matayba elaeagnoides Radlk.;26,61070648
28;758;Duranta vestita Cham.;11,33478219
28;759;Duranta vestita Cham.;8,374030762
28;760;Jacaranda puberula Cham.;14,45126883
28;761;Dicksonia sellowiana Hook.;18,65295933
28;762;Lithraea brasiliensis Marchand;67,57718884
28;763;Araucaria angustifolia (Bertol.) Kuntze;39,34310193
28;764;Casearia decandra Jacq.;6,620845633
28;765;Dasyphyllum tomentosum (Spreng.) Cabrera;17,50704374
28;766;Duranta vestita Cham.;7,867471709
28;767;Dasyphyllum spinescens (Less.) Cabrera;15,91549431
28;768;Sapium glandulosum (L.) Morong;19,38507207
28;769;Celtis iguanaea (Jacq.) Sarg.;5,665915974
28;770;Drimys brasiliensis Miers;11,26816997
28;771;Campomanesia xanthocarpa O.Berg;18,5136265
28;772;Sapium glandulosum (L.) Morong;16,90225496
28;773;Dalbergia frutescens (Vell.) Britton;18,22829293
29;774;Podocarpus lambertii Klotzsch ex Endl.;6,366197724
29;775;Duranta vestita Cham.;11,18269338
29;776;Casearia obliqua Spreng.;5,188451145
29;777;Campomanesia xanthocarpa O.Berg;17,0614099
29;778;Casearia decandra Jacq.;6,493521678
29;779;Casearia decandra Jacq.;6,21234568
29;780;Jacaranda puberula Cham.;5,53859202
29;781;Jacaranda puberula Cham.;10,72704316
29;782;Sapium glandulosum (L.) Morong;27,05634033
29;783;Lithraea brasiliensis Marchand;30,79111417
29;784;Sapium glandulosum (L.) Morong;25,87859375
29;785;Zanthoxylum rhoifolium Lam.;15,78817035
29;786;Araucaria angustifolia (Bertol.) Kuntze;22,12253709
29;787;Myrsine umbellata Mart.;7,798592212
29;788;Jacaranda puberula Cham.;12,98704336
29;789;Zanthoxylum rhoifolium Lam.;15,75633937
29;790;Sapium glandulosum (L.) Morong;7,225634416
29;791;Myrsine umbellata Mart.;21,70873424
29;792;Araucaria angustifolia (Bertol.) Kuntze;16,36112815
29;793;Araucaria angustifolia (Bertol.) Kuntze;6,748169587
29;794;Blepharocalyx salicifolius (Kunth) O.Berg;21,74056523
29;795;Casearia decandra Jacq.;5,53859202
30;796;Sebastiania commersoniana (Baill.) L.B. Sm. & Downs;11,06606505
30;797;Casearia decandra Jacq.;10,12225438
30;798;Sebastiania commersoniana (Baill.) L.B. Sm. & Downs;28,77521371
30;799;Sebastiania commersoniana (Baill.) L.B. Sm. & Downs;6,302535746
30;800;Ocotea pulchella Mart.;24,41436827
30;801;Lithraea brasiliensis Marchand;17,3478888
30;802;Duranta vestita Cham.;6,811831564
30;803;Casearia decandra Jacq.;5,920563883
30;805;Solanum pabstii L.B.Sm. & Downs;6,811831564
30;806;Araucaria angustifolia (Bertol.) Kuntze;5,474930042
30;807;Araucaria angustifolia (Bertol.) Kuntze;7,225634416
30;808;Cinnamomum amoenum (Nees & Mart.) Kosterm.;6,493521678
30;810;Nectandra megapotamica (Spreng.) Mez;7,002817496
30;811;Araucaria angustifolia (Bertol.) Kuntze;5,53859202
30;812;Allophylus edulis (A.St.-Hil., Cambess. & A.Juss.) Radlk.;12,3185926
30;813;Ocotea diospyrifolia (Meisn.) Mez;18,7484523
30;814;Dicksonia sellowiana Hook.;28,29774888
30;815;Araucaria angustifolia (Bertol.) Kuntze;33,13605915
30;816;Casearia decandra Jacq.;11,36366294
30;817;Casearia decandra Jacq.;8,785352859
30;818;Zanthoxylum rhoifolium Lam.;13,4326772
30;819;Zanthoxylum rhoifolium Lam.;12,54140952
30;820;Zanthoxylum rhoifolium Lam.;8,562535938
30;821;Ilex theezans Mart. ex Reissek;7,543944303
30;822;Allophylus edulis (A.St.-Hil., Cambess. & A.Juss.) Radlk.;9,008169779
30;823;Sebastiania commersoniana (Baill.) L.B. Sm. & Downs;5,220282133
30;824;Zanthoxylum rhoifolium Lam.;11,7456348
30;825;Erythroxylum deciduum A.St.-Hil.;20,21267777
30;826;Sebastiania commersoniana (Baill.) L.B. Sm. & Downs;26,86535439
30;827;Sebastiania commersoniana (Baill.) L.B. Sm. & Downs;19,576058
30;828;Sebastiania commersoniana (Baill.) L.B. Sm. & Downs;22,69301702
30;829;Eugenia pyriformis Cambess.;4,997465213
30;830;Sebastiania commersoniana (Baill.) L.B. Sm. & Downs;9,040000768
30;831;Sebastiania commersoniana (Baill.) L.B. Sm. & Downs;12,85912847
30;832;Sebastiania commersoniana (Baill.) L.B. Sm. & Downs;14,5467618
30;833;Casearia decandra Jacq.;6,557183655
30;834;Lamanonia ternata Vell.;6,652676621
31;835;Prunus myrtifolia (L.) Urb.;31,99014356
31;836;Podocarpus lambertii Klotzsch ex Endl.;13,91014203
31;837;Machaerium paraguariense Hassl.;8,594366927
31;838;Araucaria angustifolia (Bertol.) Kuntze;5,53859202
31;839;Myrsine umbellata Mart.;6,875493542
31;840;Araucaria angustifolia (Bertol.) Kuntze;5,920563883
31;841;Roupala montana Aubl.;11,93662073
31;842;Cinnamomum amoenum (Nees & Mart.) Kosterm.;29,88929831
31;843;Cinnamomum amoenum (Nees & Mart.) Kosterm.;18,62112834
31;844;Araucaria angustifolia (Bertol.) Kuntze;16,13831123
31;845;Casearia decandra Jacq.;7,734930234
31;846;Lithraea brasiliensis Marchand;34,66244125
31;847;Araucaria angustifolia (Bertol.) Kuntze;14,89690267
31;848;Duranta vestita Cham.;11,71380381
31;849;Lithraea brasiliensis Marchand;21,99521314
31;850;Myrsine umbellata Mart.;5,825070917
31;851;Duranta vestita Cham.;10,99423178
31;852;Ocotea puberula (Rich.) Nees;42,74901771
31;853;Xylosma tweediana (Clos) Eichler;6,065119037
31;854;Myrsine umbellata Mart.;6,716338598
31;855;Casearia decandra Jacq.;8,53070495
31;856;Lithraea brasiliensis Marchand;38,60007117
31;857;Araucaria angustifolia (Bertol.) Kuntze;17,79352264
31;858;Machaerium paraguariense Hassl.;17,18873385
31;859;Casearia decandra Jacq.;6,46169069
31;860;Ocotea pulchella Mart.;33,6245093
31;861;Blepharocalyx salicifolius (Kunth) O.Berg;7,002817496
31;862;Araucaria angustifolia (Bertol.) Kuntze;32,1492985
31;863;Podocarpus lambertii Klotzsch ex Endl.;6,079718826
31;864;Machaerium paraguariense Hassl.;9,89943746
31;865;Blepharocalyx salicifolius (Kunth) O.Berg;5,252113122
31;866;Myrrhinium atropurpureum Schott;9,803944494
31;867;Roupala montana Aubl.;37,7015587
31;868;Machaerium paraguariense Hassl.;15,53776165
31;869;Machaerium paraguariense Hassl.;13,62366313
31;870;Machaerium paraguariense Hassl.;6,016056849
31;871;Ocotea pulchella Mart.;8,467042972
31;872;Lithraea brasiliensis Marchand;13,36901522
31;873;Myrcia palustris DC.;8,339719018
31;874;Casearia decandra Jacq.;8,296232883
31;875;Araucaria angustifolia (Bertol.) Kuntze;10,15408537
32;877;Podocarpus lambertii Klotzsch ex Endl.;7,862254189
32;878;Lamanonia ternata Vell.;5,888732894
32;879;Drimys brasiliensis Miers;6,650848754
32;880;Araucaria angustifolia (Bertol.) Kuntze;11,77746579
32;881;Duranta vestita Cham.;7,428155235
32;882;Handroanthus albus (Cham.) Mattos;20,27491555
32;883;Lithraea brasiliensis Marchand;18,68479032
32;884;Ilex theezans Mart. ex Reissek;5,98422586
32;885;Myrsine umbellata Mart.;6,366197724
32;886;Duranta vestita Cham.;5,156620156
32;887;Duranta vestita Cham.;11,78064846
32;888;Araucaria angustifolia (Bertol.) Kuntze;44,43606011
32;889;Jacaranda puberula Cham.;11,80929678
32;890;Jacaranda puberula Cham.;10,79070514
32;891;Annona rugulosa (Schltdl.) H.Rainer;7,734930234
32;892;Myrsine coriacea (Sw.) Roem. & Schult.;23,01380477
32;893;Prunus myrtifolia (L.) Urb.;13,94197301
32;894;Prunus myrtifolia (L.) Urb.;27,05634033
32;895;Symplocos uniflora (Pohl) Benth.;11,33183195
32;896;Jacaranda puberula Cham.;6,843662553
32;897;Jacaranda puberula Cham.;8,53070495
32;898;Myrcia palustris DC.;18,93943823
32;899;Ocotea pulchella Mart.;23,39577663
32;900;Jacaranda puberula Cham.;14,5467618
32;901;Podocarpus lambertii Klotzsch ex Endl.;11,20450799
32;902;Araucaria angustifolia (Bertol.) Kuntze;9,199155711
32;903;Myrcia palustris DC.;5,029296202
32;904;Jacaranda puberula Cham.;6,047887837
32;905;Araucaria angustifolia (Bertol.) Kuntze;14,00563499
32;906;Myrcia palustris DC.;9,89943746
32;907;Casearia decandra Jacq.;5,347606088
32;908;Jacaranda puberula Cham.;7,066479473
32;909;Araucaria angustifolia (Bertol.) Kuntze;39,59774984
32;910;Drimys brasiliensis Miers;5,156620156
32;911;Casearia decandra Jacq.;5,825070917
32;912;Symplocos uniflora (Pohl) Benth.;5,347606088
33;913;Blepharocalyx salicifolius (Kunth) O.Berg;6,652676621
33;914;Myrcia guianensis (Aubl.) DC.;7,957747155
33;915;Casearia decandra Jacq.;7,639437268
33;916;Myrsine umbellata Mart.;9,67662054
33;917;Lithraea brasiliensis Marchand;30,04845326
33;918;Ilex theezans Mart. ex Reissek;13,81464906
33;919;Casearia decandra Jacq.;9,326479665
33;920;Vernonanthura discolor (Spreng.) H.Rob.;32,27662246
33;921;Casearia decandra Jacq.;6,493521678
33;922;Lamanonia ternata Vell.;15,50169146
33;923;Drimys brasiliensis Miers;6,143380803
33;924;Cupania vernalis Cambess.;10,18591636
33;925;Myrcia guianensis (Aubl.) DC.;6,111549815
33;926;Banara tomentosa Clos;7,512113314
33;927;Casearia decandra Jacq.;8,880845825
33;928;Myrcia guianensis (Aubl.) DC.;6,426943825
33;929;Casearia decandra Jacq.;8,594366927
33;930;Podocarpus lambertii Klotzsch ex Endl.;12,15943765
33;931;Ocotea pulchella Mart.;16,17014222
33;932;Coutarea hexandra (Jacq.) K.Schum.;6,047887837
33;933;Casearia decandra Jacq.;11,7456348
33;934;Duranta vestita Cham.;7,321127382
33;935;Myrcia guianensis (Aubl.) DC.;13,973804
33;936;Myrcia hatschbachii D.Legrand;21,65323911
33;937;Lamanonia ternata Vell.;41,15746828
33;938;Zanthoxylum rhoifolium Lam.;11,07718404
33;939;Banara tomentosa Clos;11,26816997
33;940;Banara tomentosa Clos;15,02422663
33;941;Dicksonia sellowiana Hook.;33,07239717
34;942;Myrcia hatschbachii D.Legrand;8,721690881
34;943;Lamanonia ternata Vell.;31,57634071
34;944;Banara tomentosa Clos;6,238873769
34;945;Clethra scabra Pers.;7,766761223
34;946;Myrcia hatschbachii D.Legrand;5,825070917
34;947;Myrcia hatschbachii D.Legrand;14,76957872
34;948;Myrcia hatschbachii D.Legrand;8,180564075
34;949;Prunus myrtifolia (L.) Urb.;27,43831219
34;950;Casearia decandra Jacq.;7,766761223
34;951;Myrcia guianensis (Aubl.) DC.;5,977873222
34;952;Xylosma ciliatifolia (Clos) Eichler;10,66338119
34;953;Araucaria angustifolia (Bertol.) Kuntze;12,3185926
34;954;Cupania vernalis Cambess.;6,875493542
34;955;Clethra scabra Pers.;13,65549412
34;956;Ilex theezans Mart. ex Reissek;25,27380496
34;957;Casearia decandra Jacq.;9,517465597
34;958;Lamanonia ternata Vell.;23,52310059
34;959;Lamanonia ternata Vell.;26,83352341
34;sn;Solanum sanctaecatharinae Dunal;14,99876184
35;960;Casearia decandra Jacq.;5,284327603
35;961;Zanthoxylum rhoifolium Lam.;11,93662073
35;962;Casearia decandra Jacq.;5,793239929
35;963;Eugenia uruguayensis Cambess.;5,315775099
35;964;Nectandra megapotamica (Spreng.) Mez;26,26056561
35;965;Zanthoxylum rhoifolium Lam.;6,302535746
35;966;Myrsine umbellata Mart.;6,270704758
35;967;Lamanonia ternata Vell.;12,09577567
35;968;Podocarpus lambertii Klotzsch ex Endl.;5,379437077
35;969;Araucaria angustifolia (Bertol.) Kuntze;13,84648005
35;970;Lamanonia ternata Vell.;13,46450819
35;971;Cinnamomum amoenum (Nees & Mart.) Kosterm.;6,652676621
35;972;Myrsine coriacea (Sw.) Roem. & Schult.;10,28140932
35;973;Araucaria angustifolia (Bertol.) Kuntze;21,99521314
35;974;Lithraea brasiliensis Marchand;12,5732405
35;975;Lamanonia ternata Vell.;9,708451529
35;976;Ilex theezans Mart. ex Reissek;6,016056849
35;977;Myrsine umbellata Mart.;7,480282325
35;978;Podocarpus lambertii Klotzsch ex Endl.;10,21774735
35;979;Myrcia hatschbachii D.Legrand;10,20167046
35;980;Araucaria angustifolia (Bertol.) Kuntze;22,40901599
35;981;Casearia decandra Jacq.;7,384789359
35;982;Lamanonia ternata Vell.;12,20522307
35;983;Zanthoxylum rhoifolium Lam.;11,96845172
35;984;Myrsine umbellata Mart.;8,116902098
35;985;Casearia decandra Jacq.;6,334366735
35;986;Casearia decandra Jacq.;7,098310462
35;987;Lamanonia ternata Vell.;41,98507399
35;988;Podocarpus lambertii Klotzsch ex Endl.;5,76140894
35;989;Ilex theezans Mart. ex Reissek;5,856901906
35;990;Ocotea pulchella Mart.;10,88619811
35;991;Cupania vernalis Cambess.;12,25493062
36;992;Cupania vernalis Cambess.;16,56361821
36;993;Casearia obliqua Spreng.;9,358310654
36;994;Cupania vernalis Cambess.;10,79070514
36;995;Casearia obliqua Spreng.;6,207042781
36;996;Cupania vernalis Cambess.;20,72830459
36;997;Cupania vernalis Cambess.;11,58647986
36;998;Zanthoxylum rhoifolium Lam.;12,22309963
36;999;Duranta vestita Cham.;18,01633956
36;1300;Scutia buxifolia Reissek;8,244226052
36;1301;Casearia decandra Jacq.;7,512113314
36;1302;Sapium glandulosum (L.) Morong;14,5467618
36;1303;Allophylus guaraniticus (A.St.-Hil.) Radlk.;13,8376963
36;1304;Sapium glandulosum (L.) Morong;24,54169222
36;1305;Sapium glandulosum (L.) Morong;18,90760724
36;1306;Annona rugulosa (Schltdl.) H.Rainer;13,46586263
36;1307;Lithraea brasiliensis Marchand;17,44338176
36;1308;Cupania vernalis Cambess.;9,040000768
36;1309;Casearia decandra Jacq.;8,562535938
36;1310;Cupania vernalis Cambess.;8,435211984
36;1311;Cupania vernalis Cambess.;6,207042781
36;1312;Duranta vestita Cham.;8,085071109
36;1313;Podocarpus lambertii Klotzsch ex Endl.;28,45690382
36;1314;Podocarpus lambertii Klotzsch ex Endl.;9,549296586
36;1315;Prunus myrtifolia (L.) Urb.;16,20197321
36;1316;Araucaria angustifolia (Bertol.) Kuntze;24,66901618
36;1317;Lamanonia ternata Vell.;13,11436731
36;1318;Podocarpus lambertii Klotzsch ex Endl.;14,5467618
36;1319;Podocarpus lambertii Klotzsch ex Endl.;19,06676218
36;1320;Scutia buxifolia Reissek;10,33590971
36;ns;Cupania vernalis Cambess.;16,00143798
37;1321;Vernonanthura discolor (Spreng.) H.Rob.;18,36648043
37;1322;Symplocos uniflora (Pohl) Benth.;12,35042358
37;1323;Ilex theezans Mart. ex Reissek;6,175211792
37;1324;Cinnamomum amoenum (Nees & Mart.) Kosterm.;24,98732607
37;1325;Ilex dumosa Reissek;10,86817355
37;1326;Ilex dumosa Reissek;9,071831756
37;1327;Myrrhinium atropurpureum Schott;10,24957834
37;1328;Myrsine umbellata Mart.;8,085071109
37;1329;Lamanonia ternata Vell.;7,766761223
37;1330;Jacaranda puberula Cham.;12,89155039
37;1331;Lamanonia ternata Vell.;7,448451337
37;1332;Jacaranda puberula Cham.;10,21774735
37;1333;Casearia decandra Jacq.;15,31404708
37;1334;Myrcia guianensis (Aubl.) DC.;14,23201198
37;1335;Matayba elaeagnoides Radlk.;7,193803428
37;1336;Sapium glandulosum (L.) Morong;21,68669339
37;1337;Sapium glandulosum (L.) Morong;32,75408729
37;1338;Matayba elaeagnoides Radlk.;19,95802986
37;1339;Ocotea pulchella Mart.;16,42479013
37;1340;Dicksonia sellowiana Hook.;16,87042397
37;1341;Dicksonia sellowiana Hook.;15,62901541
37;1342;Dicksonia sellowiana Hook.;15,27887454
37;1343;Ilex microdonta Reissek;16,830829
37;1344;Ocotea pulchella Mart.;7,130141451
37;1345;Allophylus edulis (A.St.-Hil., Cambess. & A.Juss.) Radlk.;5,06112719
37;1346;Dicksonia sellowiana Hook.;22,18126631
37;1347;Allophylus guaraniticus (A.St.-Hil.) Radlk.;6,175211792
37;1348;Sapium glandulosum (L.) Morong;12,44591655
37;1349;Dicksonia sellowiana Hook.;19,19408614
37;1350;Dicksonia sellowiana Hook.;18,30281846
37;1351;Lamanonia ternata Vell.;32,97189567
37;1352;Dicksonia sellowiana Hook.;14,00563499
37;1353;Cupania vernalis Cambess.;13,20986028
37;1354;Prunus myrtifolia (L.) Urb.;6,238873769
37;1355;Casearia decandra Jacq.;9,820930422
37;1356;Prunus myrtifolia (L.) Urb.;13,81464906
37;1357;Maytenus boaria Molina;12,41408556
37;1358;Prunus myrtifolia (L.) Urb.;30,08028424
37;1359;Clethra scabra Pers.;27,82028405
37;1360;Ocotea pulchella Mart.;7,225634416
37;1361;Sapium glandulosum (L.) Morong;6,748169587
37;1362;Drimys brasiliensis Miers;11,90478974
37;1363;Myrcia guianensis (Aubl.) DC.;11,82965621
37;1364;Jacaranda puberula Cham.;15,56535343
37;1365;Myrsine umbellata Mart.;22,75915686
37;1366;Styrax leprosus Hook. & Arn.;6,207042781
37;1367;Prunus myrtifolia (L.) Urb.;10,37690229
37;1368;Clethra scabra Pers.;11,42732491
37;1369;Matayba elaeagnoides Radlk.;8,75352187
37;1370;Cinnamomum amoenum (Nees & Mart.) Kosterm.;17,15690287
37;1371;Roupala montana Aubl.;12,09577567
37;1372;Podocarpus lambertii Klotzsch ex Endl.;29,85746732
37;1373;Casearia obliqua Spreng.;5,920563883
38;1374;Prunus myrtifolia (L.) Urb.;11,93662073
38;1375;Dicksonia sellowiana Hook.;19,98986085
38;1376;Casearia obliqua Spreng.;11,49098689
38;1377;Cupania vernalis Cambess.;5,252113122
38;1378;Scutia buxifolia Reissek;9,772113506
38;1379;Zanthoxylum rhoifolium Lam.;6,811831564
38;1380;Ilex theezans Mart. ex Reissek;32,88141124
38;1381;Ocotea puberula (Rich.) Nees;35,39605934
38;1382;Roupala montana Aubl.;12,73239545
38;1383;Myrsine umbellata Mart.;11,49098689
38;1384;Styrax leprosus Hook. & Arn.;13,52817016
38;1385;Roupala montana Aubl.;12,28676161
38;1386;Lamanonia ternata Vell.;17,50704374
38;1387;Styrax leprosus Hook. & Arn.;14,96056465
38;1388;Myrcia hatschbachii D.Legrand;8,276057041
38;1389;Casearia decandra Jacq.;58,56901906
38;1390;Cupania vernalis Cambess.;15,9473253
38;1391;Casearia decandra Jacq.;6,780000576
38;1392;Lamanonia ternata Vell.;59,8422586
38;1393;Myrcia hatschbachii D.Legrand;14,2602829
38;1394;Cupania vernalis Cambess.;6,238873769
38;1395;Dicksonia sellowiana Hook.;20,88112853
38;1396;Casearia obliqua Spreng.;6,525352667
38;1398;Dicksonia sellowiana Hook.;16,4884521
38;1399;Lamanonia ternata Vell.;17,22056484
38;1400;Myrcia hatschbachii D.Legrand;5,443099054
38;1401;Eugenia pluriflora DC.;7,445049813
38;1402;Lithraea brasiliensis Marchand;17,31605781
38;1403;Schinus terebinthifolius Raddi;10,24957834
38;1404;Podocarpus lambertii Klotzsch ex Endl.;46,60056734
39;1405;Casearia obliqua Spreng.;5,634084985
39;1406;Myrcia palustris DC.;6,016056849
39;1407;Nectandra megapotamica (Spreng.) Mez;6,525352667
39;1408;Cupania vernalis Cambess.;15,24704355
39;1409;Sapium glandulosum (L.) Morong;20,72197359
39;1410;Jacaranda puberula Cham.;11,14084602
39;1411;Celtis iguanaea (Jacq.) Sarg.;10,53605723
39;1412;Myrsine umbellata Mart.;8,626197916
39;1413;Jacaranda puberula Cham.;6,557183655
39;1414;Lithraea brasiliensis Marchand;32,91324223
39;1415;Cupania vernalis Cambess.;17,8726395
39;1416;Araucaria angustifolia (Bertol.) Kuntze;7,289296394
39;1417;Ocotea pulchella Mart.;8,53070495
39;1418;Zanthoxylum rhoifolium Lam.;5,252113122
39;1419;Jacaranda puberula Cham.;10,98169107
39;1420;Lithraea brasiliensis Marchand;23,61859355
39;1421;Araucaria angustifolia (Bertol.) Kuntze;11,96845172
39;1422;NI;9,390141642
39;1423;Jacaranda puberula Cham.;12,41408556
39;1424;NI;11,17267701
39;1425;Cupania vernalis Cambess.;7,20815531
39;1426;Myrcia palustris DC.;6,238873769
39;1427;Myrcia guianensis (Aubl.) DC.;5,828200993
39;1428;Zanthoxylum rhoifolium Lam.;6,589014644
39;1429;Jacaranda puberula Cham.;10,47239526
39;1430;Matayba elaeagnoides Radlk.;7,575775291
39;1432;Casearia obliqua Spreng.;6,560041641
40;1765;Podocarpus lambertii Klotzsch ex Endl.;5,570423008
40;1766;Eugenia uniflora L.;6,254445026
40;1767;Roupala montana Aubl.;7,098310462
40;1768;Matayba elaeagnoides Radlk.;6,493521678
40;1769;Ocotea puberula (Rich.) Nees;11,4591559
40;1770;Ocotea pulchella Mart.;9,517465597
40;1771;Lithraea brasiliensis Marchand;10,98169107
40;1772;Myrsine umbellata Mart.;6,589014644
40;1773;Dalbergia frutescens (Vell.) Britton;7,734930234
40;1774;Machaerium paraguariense Hassl.;7,066479473
40;1775;Cupania vernalis Cambess.;5,474930042
40;1776;Ilex theezans Mart. ex Reissek;5,289789342
40;1777;Lamanonia ternata Vell.;5,029296202
40;1778;Zanthoxylum rhoifolium Lam.;10,50422624
40;1779;Lithraea brasiliensis Marchand;8,594366927
40;1780;Myrsine umbellata Mart.;9,908031168
40;1781;Matayba elaeagnoides Radlk.;9,040000768
40;1782;Podocarpus lambertii Klotzsch ex Endl.;14,168366
40;1783;Zanthoxylum rhoifolium Lam.;13,65549412
40;1784;Prunus myrtifolia (L.) Urb.;14,35351717
40;1785;Allophylus guaraniticus (A.St.-Hil.) Radlk.;7,661223693
40;1786;Casearia decandra Jacq.;5,634084985
40;1787;Lithraea brasiliensis Marchand;8,371550007
40;1788;Blepharocalyx salicifolius (Kunth) O.Berg;5,156620156
40;1789;Lamanonia ternata Vell.;6,429859701
40;1790;Duranta vestita Cham.;7,225634416
40;1791;Sebastiania commersoniana (Baill.) L.B. Sm. & Downs;5,634084985
40;1792;Myrsine coriacea (Sw.) Roem. & Schult.;25,46479089
40;1793;Myrcia palustris DC.;12,58532242
